Var1,Var2,Var3,Var4,Var5,Var6
1.425,-0.0224541464331407,-0.0286292096823605,0,-0.0447616577148438,-0.0246379841119051
1.43,-0.022551998311364,-0.0287320510236906,0,-0.0449066162109375,-0.0245757885277271
1.435,-0.0226493152431834,-0.0288652145508636,0,-0.04510498046875,-0.0244849678128958
1.44,-0.0227544247347626,-0.0290703919763862,0,-0.0534286499023438,-0.0250367671251297
1.445,-0.0228603357577427,-0.0290149358011863,0,-0.0535812377929688,-0.0251376628875732
1.45,-0.0229658664337946,-0.0290481511470194,0,-0.0536727905273438,-0.0251579154282808
1.455,-0.0230725822513152,-0.0288534496877365,0,-0.0538101196289062,-0.0254002027213573
1.46,-0.0231687457630416,-0.0286475875048491,0,-0.038665771484375,-0.025549691170454
1.465,-0.0232626472572922,-0.0289347317216438,0,-0.0387802124023438,-0.0253080613911152
1.47,-0.0233568543337758,-0.0290482651197378,0,-0.0390853881835938,-0.0252829678356647
1.475,-0.0234506595822108,-0.0291401683611972,0,-0.0391464233398438,-0.025225093588233
1.48,-0.023544650401656,-0.0291519516549159,0,-0.0394058227539062,-0.02525445073843
1.485,-0.0236381222911709,-0.0292336757570398,0,-0.0395278930664062,-0.0252146907150745
1.49,-0.0237313871604994,-0.0292920671114399,0,-0.0396575927734375,-0.0251968558877707
1.495,-0.0238246038481873,-0.0293125144083367,0,-0.0398178100585938,-0.0252103712409735
1.5,-0.0239187185586832,-0.0292051851555924,0,-0.0400390625,-0.0254112519323826
1.505,-0.0240120594299777,-0.0292806661313792,0,-0.0401687622070312,-0.025377944111824
1.51,-0.0241052134240031,-0.0293373561277765,0,-0.0403518676757812,-0.0253587756305933
1.515,-0.0241978603831098,-0.0294435239359677,0,-0.0405426025390625,-0.025292556732893
